ListingType,description,bedroom,FullBathrooms,HalfBathrooms,BathroomDescription,InteriorFeatures,CoolingFeatures,HeatingFeatures,DiningRoomDescription,ExteriorandLotFeatures,WaterFeatures,WaterfrontDescription,PoolFeatures,PoolDescription,ManufacturedMode,GarageSpaces,ParkingFeatures,HomeFeaturesView,OtherEquipment,ElementarySchool,HighSchool,MiddleSchool,AssociationFeeAmenitie,Association,AssociationAmenities,AssociationFee,AssociationFeeFrequency,CalculatedTotalMonthlyAssociation,MaintenanceDescription,PetDescription,SourceListingStatus,County,Directions,TaxYear,Restrictions,SourcePropertyType,Area,SourceNeighborhood,PostalCode,PublicSurveySection,Subdivision,Zoning,SourceSystemName,TotalSquareFeetLiving,YearBuilt,ConstructionMaterials,DirectionFaces,PropertyAge,Roof,LevelsorStories,StructureType,HouseStyle,TotalAreaSqft,YearBuiltDetails,ArchitecturalStyle,Sewer,WaterSource
sold,StatusSoldPrice/SqFt$152TypeSingleFamilyHomeBuilt1962,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$261TypeCondo/Townhome/RowHome/Co-OpBuilt1995SchoolsElementarySchool:KenwoodHighSchool:MiamiKillianMiddleSchool:Glades,2.0,1.0,1.0,"Bidet, Combination Tub & Shower","First Floor Entry
          
        
        
          
              Vaulted Ceilings","Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,None,None,None,,"2 Or More Spaces, Guest Parking",Garden View,"Dishwasher, Disposal, Dryer, Electric Water Heater, Microwave, Electric Range, Refrigerator, Washer",Kenwood,Miami Killian,Glades,None,Yes,Homeowners,380,Monthly,380,"Building Exterior, Common Area, Insurance, Pool Service, Roof Repairs, Security",None,Closed Sale,Miami-Dade County,None,2019,"Exterior Alterations, Ok To Lease",Townhouse,50,DADELAND COVE SEC 2,Post,3,DADELAND COVE SEC 2,None,C2C,1152.0,,"Concrete Block Construction, CBS Construction",East,26.0,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1152,Resale,Townhouse Fee Simple,None,None
sold,StatusSoldPrice/SqFt$274TypeCondo/Townhome/RowHome/Co-OpBuilt2007,2.0,2.0,,Separate Tub & Shower,Closet Cabinetry,None,None,None,None,None,None,None,None,None,1.0,"Assigned Parking, Covered Parking, Guest Parking, Valet Parking",None,"Dishwasher, Disposal, Dryer, Electric Water Heater, Microwave, Refrigerator",None,None,None,None,Yes,Condo,749,Monthly,749,"All Amenities, Building Exterior, Elevator, Hot Water, Security, Sewer, Trash Removal",None,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Condo,50,TOSCANO CONDO,Post,2,TOSCANO CONDO,None,C2C,1155.0,,CBS Construction,None,14.0,None,None,Condo/Co-Op/Villa/Townhouse,Condo 5+ Stories,1155,Resale,Condo 5+ Stories,None,None
sold,StatusSoldPrice/SqFt$251TypeCondo/Townhome/RowHome/Co-OpBuilt2006SchoolsElementarySchool:KenwoodHighSchool:SouthMiamiMiddleSchool:Glades,2.0,2.0,,"Combination Tub & Shower, Whirlpool/Spa","Built-Ins
              Closet Cabinetry
              Elevator
          
        
        
          
              Split Bedroom
              Walk-In Closets
              Window Features: Blinds/Shades","Ceiling Fans, Central Cooling","Central Heat, Electric Heat",None,None,None,None,None,None,None,1.0,"1 Space, Assigned Parking, Guest Parking, Street Parking","Garden View, Other View","Circuit Breaker, Dishwasher, Disposal, Dryer, Elevator, Microwave, Electric Range, Refrigerator, Self Cleaning Oven, Smoke Detector, Washer",Kenwood,South Miami,Glades,None,Yes,Condo,505,Monthly,505,"Building Exterior, Cable Tv, Common Area, Elevator, Insurance, Outside Maintenance, Parking, Pool Service, Reserve Fund, Roof Repairs, Security, Sewer",None,Closed Sale,Miami-Dade County,RIGHT ACROSS THE STREET FROM DADELAND MALL ON NORTH KENDALL DRIVE (SW 88 ST.) In building B,2019,"Daily Rentals, Exterior Alterations",Condo,50,DOWNTOWN DADELAND CONDO N,Post,2,DOWNTOWN DADELAND CONDO N,None,C2C,1114.0,,Concrete Block Construction,None,15.0,None,None,Condo/Co-Op/Villa/Townhouse,Condo 5+ Stories,1114,Resale,Condo 5+ Stories,None,None
sold,StatusSoldPrice/SqFt$252TypeCondo/Townhome/RowHome/Co-OpBuilt2000,3.0,3.0,,2 Master Bathrooms,"First Floor Entry
          
        
        
          
              Window Features: Blinds/Shades, Sliding",Electric Cooling,Central Heat,None,None,None,None,None,None,None,,"2 Or More Spaces, Guest Parking","Garden View, Other View","Dishwasher, Dryer, Icemaker, Microwave, Electric Range, Refrigerator, Smoke Detector, Washer",None,None,None,None,Yes,Homeowners,150,Monthly,150,"Common Area, Other Maintenance Includes, Pool Service, Recreation Facilities",None,Closed Sale,Miami-Dade County,None,2019,No Trucks/RvS,Townhouse,50,VILLAS OF BARCELONA,Post,3,VILLAS OF BARCELONA,None,C2C,1460.0,,CBS Construction,West,21.0,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1460,Resale,Townhouse Fee Simple,None,None
sold,StatusSoldPrice/SqFt$619TypeSingleFamilyHomeBuilt2015,7.0,8.0,1.0,None,"First Floor Entry
              Bar
              Cooking Island
          
        
        
          
              Elevator
              Pantry
              Walk-In Closets",Central Cooling,Central Heat,None,None,None,None,Y,Below Ground Pool,None,3.0,"Covered Parking, Driveway",Pool Area View,"Automatic Garage Door Opener, Dishwasher, Dryer, Icemaker, Microwave, Gas Range, Refrigerator, Wall Oven, Washer",None,None,None,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2018,No Restrictions,Single,50,UNPLATTED,Post,1,UNPLATTED,2300,C2C,9478.0,,CBS Construction,South,6.0,Flat Tile Roof,2,Single Family,Pool Only,9478,Resale,Attached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$249TypeSingleFamilyHomeBuilt1960,4.0,2.0,,None,"First Floor Entry
              Laundry Tub
          
        
        
          
              Walk-In Closets
              Window Features: Impact Glass, Other Windows","Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,None,None,None,,Driveway,None,"Dishwasher, Dryer, Fuse Box, Washer/Dryer Hook-Up, Electric Range, Refrigerator, Washer",None,None,None,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,50,CONTINENTAL HOMES,Post,10,CONTINENTAL HOMES,2100,C2C,2819.0,,"CBS Construction, Other Construction",South East,61.0,"Other Roof, Shingle Roof","1, 1",Single Family,R30-No Pool/No Water,2819,Resale,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$643TypeSingleFamilyHomeBuilt1969SchoolsElementarySchool:PinecrestHighSchool:MiamiPalmetto,5.0,3.0,1.0,"Bidet, Dual Sinks, Separate Tub & Shower, Whirlpool/Spa","First Floor Entry
              Closet Cabinetry
              Fireplace
              French Doors
          
        
        
          
              Vaulted Ceilings
              Walk-In Closets
              Wet Bar
              Window Features: Blinds/Shades, High Impact Windows, Impact Glass","Ceiling Fans, Central Cooling",Central Heat,None,None,Private Dock,"Canal Front, No Fixed Bridges, Ocean Access",Y,Below Ground Pool,None,2.0,"Circular Drive, Covered Parking, Driveway, Pavers",Canal,"Automatic Garage Door Opener, Trash Compactor, Dishwasher, Disposal, Dryer, Electric Water Heater, Fire Alarm, Fuse Box, Gas Water Heater, Microwave, Electric Range, Refrigerator, Self Cleaning Oven, Smoke Detector, Washer, Water Softener/Filter Owned",Pinecrest,Miami Palmetto,None,Gated Community,Yes,Homeowners,200,Annually,17,None,None,Closed Sale,Miami-Dade County,None,2019,Other Restrictions,Single,51,CORAL BAY SEC D,Post,18,CORAL BAY SEC D,0100,C2C,4549.0,,CBS Construction,East,52.0,Barrel Roof,2,Single Family,WF/Pool/Ocean Access,4549,Resale,Attached,Municipal Sewer,Municipal Water
sold,StatusSoldPrice/SqFt$531TypeSingleFamilyHomeBuilt1957,4.0,3.0,1.0,"Dual Sinks, Separate Tub & Shower","First Floor Entry
              Built-Ins
              Vaulted Ceilings
          
        
        
          
              Walk-In Closets
              Window Features: Other Windows, Sliding",Ceiling Fans,"Central Heat, Electric Heat",None,None,None,None,Y,"Below Ground Pool, Screened",None,2.0,"Circular Drive, Driveway","Garden View, Pool Area View","Dishwasher, Disposal, Dryer, Electric Water Heater, Electric Range, Wall Oven, Washer",None,None,None,None,None,Homeowners,None,Monthly,None,None,None,Closed Sale,Miami-Dade County,US1 SOUTH TO SW 104 STREET EAST TO SW 72 AVE SOUTH TO 105 TERRACE WEST TO 7235 HOUSE ON RIGHTGATED ENTRY,2018,No Restrictions,Single,50,HARWOOD HEIGHTS,Post,11,HARWOOD HEIGHTS,2100,C2C,3692.0,,CBS Construction,South,64.0,Other Roof,1,Single Family,Pool Only,3692,Resale,Detached,Septic Tank,Well Water
sold,StatusSoldPrice/SqFt$404TypeSingleFamilyHomeBuilt1957SchoolsElementarySchool:HowardDriveHighSchool:MiamiPalmettoMiddleSchool:Palmetto,3.0,2.0,,Shower Only,"First Floor Entry
              Closet Cabinetry
              Cooking Island
              Exclusions
          
        
        
          
              Split Bedroom
              Volume Ceilings
              Walk-In Closets
              Window Features: High Impact Windows","Ceiling Fans, Central Cooling, Paddle Fans",Central Heat,None,None,None,None,Y,"Below Ground Pool, Equipment Stays, Screened",None,2.0,"Covered Parking, Driveway, Electric Vehicle Charging Station, Rv/Boat Parking",Garden View,"Automatic Garage Door Opener, Circuit Breaker, Dishwasher, Disposal, Dryer, Icemaker, Microwave, Natural Gas, Washer",Howard Drive,Miami Palmetto,Palmetto,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,"Take 77 Avenue to 131st Street , house on left GPS",2019,No Restrictions,Single,50,PINE TREE ESTATES,Post,15,PINE TREE ESTATES,2300,C2C,3363.0,,CBS Construction,North,64.0,Flat Tile Roof,"1, 1",Single Family,Pool Only,3363,Resale,Detached,Municipal Sewer,"Municipal Water, Well Water"
sold,StatusSoldPrice/SqFt$367TypeSingleFamilyHomeBuilt1977SchoolsElementarySchool:PinecrestHighSchool:MiamiPalmettoMiddleSchool:Palmetto,4.0,2.0,1.0,Shower Only,"Built-Ins
              Cooking Island
              Fireplace
              French Doors
              Pantry
          
        
        
          
              Split Bedroom
              Vaulted Ceilings
              Walk-In Closets
              Window Features: High Impact Windows, Impact Glass, Plantation Shutters","Central Cooling, Electric Cooling, Paddle Fans","Central Heat, Electric Heat, Reverse Cycle Unit",None,None,None,None,Y,Below Ground Pool,None,2.0,"Driveway, Rv/Boat Parking, Slab/Strip",Pool Area View,"Automatic Garage Door Opener, Circuit Breaker, Dishwasher, Disposal, Dryer, Icemaker, Microwave, Owned Burglar Alarm, Electric Range, Refrigerator, Wall Oven, Washer",Pinecrest,Miami Palmetto,Palmetto,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,TAKE SW 98 STREET TO SW 69TH PLACE AND GO NORTH-- HOUSE IS ON LHS CORNER,2019,No Restrictions,Single,50,ROYAL PALM EAST,Post,2,ROYAL PALM EAST,2100,C2C,3919.0,,CBS Construction,East,44.0,Shingle Roof,"1, 1",Single Family,Pool Only,3919,Resale,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$312TypeSingleFamilyHomeBuilt1960,4.0,2.0,,None,First Floor Entry,"Ceiling Fans, Central Cooling",Electric Heat,None,None,None,None,Y,"Below Ground Pool, Child Gate Fence",None,,Driveway,None,"Dishwasher, Disposal, Dryer, Electric Water Heater, Washer/Dryer Hook-Up, Microwave, Refrigerator",None,None,None,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,US1 South to 104 St head West to 82 Ave and make a right to 93 St then left. Second house on left side.,2020,No Restrictions,Single,50,PINE ESTATES,Post,3,PINE ESTATES,2100,C2C,2732.0,1960.0,CBS Construction,North,61.0,Shingle Roof,1,Single Family,Pool Only,2732,None,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$448TypeSingleFamilyHomeBuilt1976,4.0,2.0,1.0,None,"Bar
              Cooking Island
          
        
        
          
              Vaulted Ceilings","Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,Canal Front,Y,Below Ground Pool,None,2.0,"Circular Drive, Driveway, Other Parking","Canal, Garden View, Pool Area View","Automatic Garage Door Opener, Dishwasher, Disposal, Dryer, Electric Water Heater, Microwave, Electric Range, Refrigerator, Washer",None,None,None,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,50,WATERWAY MANORS,Post,11,WATERWAY MANORS,2100,C2C,3908.0,,CBS Construction,North,45.0,Flat Tile Roof,1,Single Family,WF/Pool/No Ocean Access,3908,Resale,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$241TypeCondo/Townhome/RowHome/Co-OpBuilt1967,1.0,1.0,,Combination Tub & Shower,"Closet Cabinetry
              Elevator
          
        
        
          
              Window Features: Drapes & Rods","Ceiling Fans, Central Cooling",Central Heat,None,None,None,None,None,None,None,,"1 Space, Guest Parking",Garden View,"Circuit Breaker, Dishwasher, Electric Water Heater, Elevator, Microwave, Electric Range, Refrigerator",None,None,None,None,Yes,Condo,206,Monthly,206,"All Amenities, Building Exterior, Common Area, Elevator, Insurance, Landscaping/Lawn Maintenance, Pool Service, Reserve Fund, Roof Repairs, Security, Trash Removal, Water",None,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Condo,50,WOODSIDE IN KENDALL CONDO,Post,2,WOODSIDE IN KENDALL CONDO,None,C2C,677.0,,CBS Construction,None,54.0,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,677,Resale,Condo 1-4 Stories,None,None
sold,StatusSoldPrice/SqFt$746TypeSingleFamilyHomeBuilt1990SchoolsElementarySchool:SunsetHighSchool:CoralGablesMiddleSchool:PonceDeLeon,5.0,6.0,1.0,"2 Master Bathrooms, Bidet, Separate Tub & Shower, Whirlpool/Spa","First Floor Entry
              Bar
              Built-Ins
              Cooking Island
              Fireplace
          
        
        
          
              Split Bedroom
              Volume Ceilings
              Walk-In Closets
              Window Features: Impact Glass","Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,Y,Below Ground Pool,None,2.0,"Circular Drive, Covered Parking, Pavers","Garden View, Pool Area View","Automatic Garage Door Opener, Dishwasher, Disposal, Dryer, Microwave, Electric Range, Refrigerator, Wall Oven, Washer",Sunset,Coral Gables,Ponce De Leon,Security Patrol,Yes,Homeowners,7500,Annually,625,Maintenance Incl Security,None,Closed Sale,Miami-Dade County,None,2019,Assoc Approval Required,Single,51,GABLES ESTS NO 4,Post,6,GABLES ESTS NO 4,0100,C2C,8466.0,,CBS Construction,North West,31.0,Flat Tile Roof,2,Single Family,Pool Only,8466,Resale,Detached,Other Sewer,Municipal Water
sold,StatusSoldPrice/SqFt$256TypeCondo/Townhome/RowHome/Co-OpBuilt1987,2.0,1.0,1.0,None,"First Floor Entry
              Cooking Island
          
        
        
          
              Vaulted Ceilings",Central Cooling,Central Heat,None,None,None,None,None,None,None,,"2 Or More Spaces, Assigned Parking, Guest Parking",None,"Dishwasher, Dryer, Electric Water Heater, Electric Range, Refrigerator, Smoke Detector, Washer",None,None,None,None,Yes,Homeowners,380,Monthly,380,"Cable Tv, Common Area, Landscaping/Lawn Maintenance, Manager, Parking, Pool Service, Recreation Facilities, Roof Repairs, Sewer, Trash Removal",None,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Townhouse,50,DADELAND COVE SEC 1,Post,3,DADELAND COVE SEC 1,None,C2C,1152.0,,CBS Construction,None,34.0,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1152,Effective Year Built,Townhouse Fee Simple,None,None
sold,StatusSoldPrice/SqFt$359TypeSingleFamilyHomeBuilt1988SchoolsElementarySchool:PinecrestHighSchool:MiamiPalmettoMiddleSchool:Palmetto,4.0,3.0,1.0,Separate Tub & Shower,"First Floor Entry
              Built-Ins
              Cooking Island
              Fireplace
              Foyer Entry
          
        
        
          
              Pantry
              Volume Ceilings
              Walk-In Closets
              Window Features: Blinds/Shades, Drapes & Rods","Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,"Private Dock, Restricted Salt Water Access","Canal Front, Intracoastal Front, Seawall",Y,Below Ground Pool,None,2.0,"Circular Drive, Covered Parking, Driveway, Pavers","Canal, Intracoastal View, Ocean View, Pool Area View","Automatic Garage Door Opener, Circuit Breaker, Dishwasher, Disposal, Dryer, Electric Water Heater, Intercom, Microwave, Electric Range, Refrigerator, Self Cleaning Oven, Smoke Detector, Wall Oven, Washer",Pinecrest,Miami Palmetto,Palmetto,"Additional Amenities, Gated Community",Yes,Homeowners,200,Monthly,200,None,None,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,51,CORAL BAY SEC C,Post,18,CORAL BAY SEC C,0100,C2C,4151.0,,Concrete Block Construction,North,33.0,Barrel Roof,1,Single Family,WF/Pool/No Ocean Access,4151,Resale,Detached,Municipal Sewer,Municipal Water
sold,StatusSoldPrice/SqFt$597TypeSingleFamilyHomeBuilt2018,6.0,6.0,2.0,None,"First Floor Entry
              Cooking Island
              Elevator
              Fire Sprinklers
          
        
        
          
              Foyer Entry
              Pantry
              Walk-In Closets",Central Cooling,Central Heat,None,None,None,None,Y,Below Ground Pool,None,3.0,Driveway,None,"Automatic Garage Door Opener, Trash Compactor, Dishwasher, Disposal, Dryer, Electric Water Heater, Fire Alarm, Microwave, Owned Burglar Alarm, Refrigerator, Self Cleaning Oven, Smoke Detector, Wall Oven, Washer",None,None,None,None,Yes,Homeowners,80,Monthly,80,None,None,Closed Sale,Miami-Dade County,None,2015,No Restrictions,Single,50,Stritter Estates,None,1,Stritter Estates,EU-1,C2C,10800.0,0.0,CBS Construction,East,3.0,Flat Tile Roof,2,Single Family,Pool Only,10800,New Construction,Detached,Municipal Sewer,Municipal Water
sold,StatusSoldPrice/SqFt$233TypeMulti-FamilyHomeBuilt1968,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3550,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$594TypeSingleFamilyHomeBuilt2009,6.0,6.0,1.0,"Dual Sinks, Separate Tub & Shower","First Floor Entry
              Fireplace
              Foyer Entry
          
        
        
          
              French Doors
              Walk-In Closets
              Window Features: Blinds/Shades, High Impact Windows","Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,Private Dock,"Canal Front, One Fixed Bridge",Y,"Below Ground Pool, Heated",None,2.0,Other Parking,"Canal, Pool Area View, Water View","Dishwasher, Icemaker, Microwave",None,None,None,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,51,CORAL BAY SEC A AMD PL,Post,18,CORAL BAY SEC A AMD PL,0100,C2C,7807.0,,CBS Construction,North,12.0,Flat Tile Roof,2,Single Family,WF/Pool/Ocean Access,7807,Resale,Detached,Municipal Sewer,None
sold,StatusSoldPrice/SqFt$415TypeSingleFamilyHomeBuilt1999SchoolsElementarySchool:HowardDriveHighSchool:MiamiPalmettoMiddleSchool:Palmetto,5.0,4.0,2.0,None,"First Floor Entry
              Built-Ins
              Fireplace
          
        
        
          
              French Doors
              Volume Ceilings","Ceiling Fans, Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,Y,Below Ground Pool,None,2.0,"Circular Drive, Driveway, Pavers","Garden View, Pool Area View","Automatic Garage Door Opener, Dishwasher, Disposal, Dryer, Microwave, Electric Range, Refrigerator, Washer",Howard Drive,Miami Palmetto,Palmetto,"Maintained Community, Paved Road, Street Lights",None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,Head north on SW 63rd Ave toward SW 135th StDestination will be on the left,2019,Other Restrictions,Single,50,Bay Ridge Estates,Post,13,Bay Ridge Estates,2300,C2C,5346.0,,CBS Construction,East,22.0,Curved/S-Tile Roof,1,Single Family,Pool Only,5346,Resale,Detached,Septic Tank,Well Water
sold,StatusSoldPrice/SqFt$445TypeSingleFamilyHomeBuilt2001,7.0,6.0,1.0,"Bidet, Dual Sinks, Separate Tub & Shower, Whirlpool/Spa","First Floor Entry
              Closet Cabinetry
              Fireplace
              Foyer Entry
          
        
        
          
              Volume Ceilings
              Walk-In Closets
              Window Features: Casement, Drapes & Rods, Impact Glass",Central Cooling,Central Heat,None,None,None,None,Y,Below Ground Pool,None,3.0,Other Parking,Garden View,"Automatic Garage Door Opener, Dishwasher, Disposal, Dryer, Microwave, Electric Range, Refrigerator, Wall Oven, Washer",None,None,None,Other Subdiv/Park Info,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,"Located on corner of 98th Street & West Suburban Drive. From 57th Avenue turn west on 96th Street, south on SW 60th Court and west on West Suburban Drive.",2019,No Restrictions,Single,50,MARTIN SUBURBAN ACRES,Post,1,MARTIN SUBURBAN ACRES,2300,C2C,7476.0,,CBS Construction,North East,20.0,Curved/S-Tile Roof,2,Single Family,Pool Only,7476,Resale,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$218TypeCondo/Townhome/RowHome/Co-OpBuilt2007SchoolsElementarySchool:KendaleHighSchool:SouthMiamiMiddleSchool:Glades,1.0,1.0,,None,First Floor Entry,"Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,None,None,None,1.0,"Assigned Parking, Covered Parking, Guest Parking",Other View,"Dishwasher, Disposal, Dryer, Electric Water Heater, Icemaker, Microwave, Electric Range, Refrigerator, Self Cleaning Oven, Smoke Detector, Washer",Kendale,South Miami,Glades,None,Yes,Condo,554,Monthly,554,"All Amenities, Common Area",None,Closed Sale,Miami-Dade County,"CENTRALLY LOCTED ON KENDALL DR. CLOSE TO US1, ACROSS THE STREET FROM DADELAND MALL",2019,Other Restrictions,Condo,50,DOWNTOWN DADELAND CONDO N,None,2,DOWNTOWN DADELAND CONDO N,None,C2C,894.0,0.0,CBS Construction,North,14.0,None,None,Condo/Co-Op/Villa/Townhouse,Condo 5+ Stories,894,New Construction,Condo 5+ Stories,None,None
sold,StatusSoldPrice/SqFt$266TypeSingleFamilyHomeBuilt1985,4.0,3.0,,None,"Built-Ins
          
        
        
          
              Fireplace",Central Cooling,Electric Heat,None,None,None,None,Y,Below Ground Pool,None,2.0,"Circular Drive, Driveway",Other View,"Gas Range, Refrigerator",None,None,None,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2020,No Restrictions,Single,50,VAN HAVEN ESTATES,Post,2,VAN HAVEN ESTATES,2300,C2C,6034.0,,CBS Construction,West,36.0,Flat Tile Roof,2,Single Family,Pool Only,6034,Resale,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$422TypeSingleFamilyHomeBuilt2002SchoolsElementarySchool:PinecrestHighSchool:MiamiPalmettoMiddleSchool:Palmetto,5.0,5.0,1.0,"Dual Sinks, Separate Tub & Shower","Bar
              Built-Ins
              Closet Cabinetry
              Fireplace
          
        
        
          
              French Doors
              Walk-In Closets
              Window Features: Arched Windows, Casement, High Impact Windows",Central Cooling,Central Heat,None,None,None,None,Y,Below Ground Pool,None,2.0,"Driveway, Pavers","Garden View, Pool Area View","Automatic Garage Door Opener, Dishwasher, Disposal, Dryer, Electric Water Heater, Purifier/Sink, Electric Range, Refrigerator, Wall Oven, Washer",Pinecrest,Miami Palmetto,Palmetto,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,50,HELMS COUNTRY ESTATES ADD,Post,12,HELMS COUNTRY ESTATES ADD,2300,C2C,7805.0,,CBS Construction,West,19.0,Barrel Roof,2,Single Family,Pool Only,7805,Resale,Detached,Septic Tank,Well Water
sold,StatusSoldPrice/SqFt$315TypeSingleFamilyHomeBuilt1969SchoolsElementarySchool:PalmettoHighSchool:MiamiPalmettoMiddleSchool:Palmetto,5.0,3.0,,None,"First Floor Entry
              Stacked Bedroom
          
        
        
          
              Window Features: Plantation Shutters","Ceiling Fans, Central Cooling",Central Heat,None,None,None,None,Y,Below Ground Pool,None,2.0,Circular Drive,Pool Area View,"Dishwasher, Disposal, Dryer, Electric Water Heater, Microwave, Electric Range, Refrigerator, Wall Oven",Palmetto,Miami Palmetto,Palmetto,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,SW 67 Ave to SW 124 Street turn South. Home will be on the left side of the street.,2019,No Restrictions,Single,50,HESSEN COUNTRY ESTATES,Post,14,HESSEN COUNTRY ESTATES,2100,C2C,3914.0,0.0,CBS Construction,East,52.0,Flat Tile Roof,1,Single Family,Pool Only,3914,New Construction,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$425TypeSingleFamilyHomeBuilt1958,3.0,3.0,,None,First Floor Entry,Central Cooling,Central Heat,None,None,None,None,Y,Below Ground Pool,None,2.0,Driveway,Other View,"Circuit Breaker, Dishwasher, Electric Water Heater, Electric Range, Refrigerator",None,None,None,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,50,HIGHWAY SUB AMD,Post,2,HIGHWAY SUB AMD,5700,C2C,2725.0,,CBS Construction,East,63.0,Curved/S-Tile Roof,1,Single Family,Pool Only,2725,Resale,Detached,Municipal Sewer,Municipal Water
sold,StatusSoldPrice/SqFt$605TypeSingleFamilyHomeBuilt2020SchoolsElementarySchool:PinecrestHighSchool:MiamiPalmettoMiddleSchool:Palmetto,7.0,7.0,1.0,"Dual Sinks, Separate Tub & Shower","First Floor Entry
              Volume Ceilings
          
        
        
          
              Walk-In Closets",Central Cooling,Central Heat,None,None,None,None,Y,Below Ground Pool,None,3.0,"Driveway, Guest Parking, Street Parking",None,"Automatic Garage Door Opener, Disposal, Dryer, Gas Water Heater, Microwave, Owned Burglar Alarm, Gas Range, Refrigerator, Self Cleaning Oven, Wall Oven, Washer",Pinecrest,Miami Palmetto,Palmetto,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,50,BRUCE-LAURIE SUB,Post,12,BRUCE-LAURIE SUB,2300,C2C,8585.0,0.0,"Concrete Block Construction, New Construction",South,1.0,Flat Tile Roof,1,Single Family,Pool Only,8585,New Construction,Attached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$430TypeSingleFamilyHomeBuilt1966,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$261TypeCondo/Townhome/RowHome/Co-OpBuilt2008,2.0,2.0,,None,"Closet Cabinetry
          
        
        
          
              Pantry",Central Cooling,Central Heat,None,None,None,None,None,None,None,2.0,2 Or More Spaces,Skyline View,"Dishwasher, Disposal, Dryer, Fire Alarm, Microwave, Electric Range, Refrigerator, Self Cleaning Oven, Smoke Detector, Washer",None,None,None,None,Yes,Condo,711,Monthly,711,"All Amenities, Building Exterior, Cable Tv, Common Area, Elevator, Insurance, Internet/WiFi, Parking, Pool Service, Water",None,Closed Sale,Miami-Dade County,GOOGLE MAPS,2019,"Ok To Lease, Other Restrictions",Condo,50,DOWNTOWN DADELAND CONDO N,Post,2,DOWNTOWN DADELAND CONDO N,None,C2C,1094.0,,Concrete Block Construction,None,13.0,None,None,Condo/Co-Op/Villa/Townhouse,Condo 5+ Stories,1094,Resale,Condo 5+ Stories,None,None
