,propertyurl,listingtype,forsaleprice,lastsoldprice,description,bedroom,totalbathrooms,fullbathrooms,halfbathrooms,bathroomdescription,interiorfeatures,coolingfeatures,heatingfeatures,diningroomdescription,exteriorandlotfeatures,waterfeatures,waterfrontdescription,poolfeatures,pooldescription,manufacturedmode,garagespaces,parkingfeatures,homefeaturesview,otherequipment,elementaryschool,highschool,middleschool,associationfeeamenitie,association,associationamenities,associationfee,associationfeefrequency,calculatedtotalmonthlyassociation,maintenancedescription,petdescription,annualtaxamount,sourcelistingstatus,county,directions,taxyear,restrictions,sourcepropertytype,area,sourceneighborhood,postalcode,publicsurveysection,subdivision,zoning,sourcesystemname,totalsquarefeetliving,yearbuilt,constructionmaterials,directionfaces,propertyage,roof,levelsorstories,structuretype,housestyle,totalareasqft,yearbuiltdetails,architecturalstyle,sewer,watersource
4589,https://www.realtor.com/realestateandhomes-detail/1717-N-Bayshore-Dr-Apt-3157_Miami_FL_33132_M50005-98004,buy,475000,None,"Completely remodeled 2/2.5 corner unit, with two balconies, and floor to ceiling windows with spectacular bay and city views. A spacious living area, with an office space, a full storage room, and lots of closet space. The unit can easily be converted into a full 3 bed - 3 bath. The Grand is truly a full service building, with five restaurants, no need for Uber Eats here, gym, spa, salon, retail stores, full service mail room, 24 hour security/concierge. Right next door to the picturesque waterfront park, with a fenced in and shaded kids area, dog run, tennis courts, and volleyball. Centrally located in the epicenter of Miami! The new Edgewater area is minutes from PAM, AA Arena, SOBE, MIDTOWN, Bayside, Museums, Wynwood, and airport etc. One block from Publix, and other conveniences.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4590,https://www.realtor.com/realestateandhomes-detail/888-Biscayne-Blvd-Apt-3103_Miami_FL_33132_M69006-31490,buy,389000,None,"Enjoy Direct Bay & Ocean Views from Every Room in this Gorgeous East Facing 943 SF Condo at Marin Blue in Downtown Miami! 1BR+Den/1.5 Bath, Floor-to-Ceiling Windows, Large Walk-in Closet, Stainless Steel Appl, Granite Counters w/Euro-Style Cabinets. Full Service Building, 2 Pools, Putting Green, Gym, Grocery Market & Sand Volleyball. Business Center. 24-Hour Sec & Valet Parking. Walk to AAA, Bayfront, Bicentenial Park, Arsht Center, Perez Art Museum & Frost Museum. Metro Mover-Brickell. 10 Min Drive to SoBe, Design District & Midtown!",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4591,https://www.realtor.com/realestateandhomes-detail/Apt-2307_Miami_FL_33132_M58832-04920,buy,585000,None,"Luxurious Brand New Condo with Spacious 1 BEDROOM + 1 DEN / 2 FULL BATH and a large balcony overlooking the ocean and city. Den has been enclosed as a second bedroom and a spacious closet added. Aria is a new building with spectacular views, amenities and a beautiful park across the street. Unit has ceramic floors, kitchen with top of the line appliances, Built In Closets and blackouts and solar shades. One assigned parking space, two pools, gym, valet parking and nicely appointed party rooms.",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4592,https://www.realtor.com/realestateandhomes-detail/133-NE-2nd-Ave-Apt-1002_Miami_FL_33132_M54865-31740,buy,270000,None,"Wonderful loft unit features 10 ft ceilings, extended terrace around the unit, Italian cabinets, stainless steel appliances, great view of the city and partial ocean view. The Loft 2 offers residents great amenities, including a lap pool (located on the ground-floor level); a rooftop pool, hot tub, and sundeck; sauna; clubroom; and a rooftop fitness center. Its within walking distance of Bayfront Park, the shops and restaurants at Bayside Marketplace, and the American Airlines Arena. This great corner unit has concrete floors, open floor plans and a stacked washer/dryer. Pets are welcomed! Unit is rented. NO SHOWINGS. PLEASE CHECK THE MATTERPORT VIRTUAL TOUR ATTACHED. Seller is a foreign national. Property is subject to FIRPTA.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4593,https://www.realtor.com/realestateandhomes-detail/1750-N-Bayshore-Dr-Apt-1213_Miami_FL_33132_M56560-15595,buy,190000,None,"A must see!!! Great location, Studio unit at Opera Tower, all appliances included, excellent condition, amenities includes: Pool, Fitness Center, Common Laundry, Child Play area, Sauna, Tennis Court, Trash removal, Convenience Store, Beauty Salon at the lobby, 24 Hr Attended front desk, Panoramic Windows, across Margaret Peace Park, Restaurants, Miami Airlines Arena, Bayside and much more. Short term lease 9 (30 Days). Water and Cable Included, Laundry Facility in the building.",0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4594,https://www.realtor.com/realestateandhomes-detail/1750-N-Bayshore-Dr-Apt-1415_Miami_FL_33132_M56066-75487,buy,339000,None,"Owner motivated, submit your offer today!! Location, location, location. This beautiful 2/2 is located in prime location right on Edgewater. Close to Downtown, Midtown, Wynwood, Brickell, Beaches and within minutes to major HWY 826, I95, 395. For investors: unit currently leased for immediate cash flow. 30 nights minimum rental. Great Investment Opportunity!!",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4595,https://www.realtor.com/realestateandhomes-detail/244-Biscayne-Blvd-Apt-440_Miami_FL_33132_M58983-20495,buy,249900,None,"Dont miss the soaring ceilings, floor to ceiling views and resort lifestyle of this dramatic loft style apartment at the exclusive Viscayne. Over 888 Sq Ft of bright supersized living space that include a Great Room/Dining area, wonderful sun filled Chefs kitchen all quality built with amazing details and impeccably maintained. Spacious loft master suite with luxury bath and ample closets. All wood flooring, Incredible patio balcony with views of Bayside and Biscayne. Move in ready! BEST Value and Lifestyle plus; the best amenities anywhere with 3 pools, bar and lounge area, sun deck, 4 story clubhouse with spa/salon services, world class fitness center, theater and outdoor running track. Walking to Metro-rail, Bayside, A/Airlines Arena, Frost & Perez museums, Arsht Center and much more",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4596,https://www.realtor.com/realestateandhomes-detail/900-Biscayne-Blvd-Apt-2912_Miami_FL_33132_M62363-85753,buy,569900,None,"Corner split plan unit with 2 Bedrooms in suite/2.5 Bath +DEN. Floor to Ceiling Glass Windows, 3 Balconies (572sqft) City and partial Bay Views. Building offers luxurious amenities including; fitness center, spa, 24 hours concierge, multipurpose room, kids room, movie theater for 35 people, 2 swimming pools, hot tub & valet parking. One of Miami Downtowns most prestigious buildings within walking distance to the American Airlines Arena, Perez Art museum & Science Museum, Midtown and Design District shopping, restaurants and more.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4597,https://www.realtor.com/realestateandhomes-detail/851-NE-1-Unit-4410_Miami_FL_33132_M97810-68965,buy,865000,None,"Brand new 2 bed, 2 full bathrooms, 10 ft ceilings, with private elevator access. The second bedroom was converted from a den. Extra large balcony (194 SF), European kitchen with Bosch appliances. Paramount is known for its extensive world-class amenities including 5 different resort-style pools with private cabanas, spa services, fitness center with a boxing ring, yoga studio, soccer field, basketball court, sky deck, golf simulator, entertainment room/theater, outdoor bbq area, childrens game room, childrens outdoor play area, recording studio, and much more! Washer and dryer are in the unit. Comes with one valet parking spot.",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4598,https://www.realtor.com/realestateandhomes-detail/851-NE-1st-Ave-Unit-4507_Miami_FL_33132_M97923-25171,buy,1300000,None,"Stunning 2 Bedroom plus Den / 3 baths with Panoramic city and bay views, Italian cabinetry, Bosch and Subzero appliances. Paramount Miami Worldcenter offers five-star amenities including a six-acre amenity deck featuring resort-style pools, a state-of-the-art fitness center, signature spa, boxing studio, basketball half-court, racquetball court, business center, game room, golf simulator, jam room with a recording studio, soccer field, dog park, tennis courts, childrens playroom, and much, much, more. Paramount Miami Worldcenter also has separate amenities located on the rooftop level, such as a lounge, pools, sundeck, and observatory.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4599,https://www.realtor.com/realestateandhomes-detail/244-Biscayne-Blvd-Apt-4203_Miami_FL_33132_M62539-91787,buy,1750000,None,"Unobstructed 180 water views, spectacular bay + ocean views, 2 balconies, ceiling to floor glass, decorator finished, luxury finishes in the heart of Miami across from Bayside, granite countertops, stainless steel appliances, luxurious walk in closets, all marble floors, electric shades, chandeliers, 4 pools, fitness center, Jacuzzi bar, sauna, steam, valet.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4600,https://www.realtor.com/realestateandhomes-detail/244-Biscayne-Blvd-Apt-4908_Miami_FL_33132_M63138-98913,buy,1685000,None,"Imagine a unique 2 story PH w/ 1700 SF of outdoor rooftop patio & 2 other private balconies on the 49-50th floors, with EXQUISITE 5 STAR LIVING, in Downtowns finest resort style condo! This spacious 3 beds & 3.5 baths has panoramic views of Biscayne Bay, the beaches & the Miami skyline. Live the Miami dream w/ feat. incl. a private master suite w/ panoramic views & private balconies, floor to ceiling windows, tile floors, modern open kitchen w/ SS appliances, designer bathrooms, custom lighting, 3 PARKING SPACES + much more! Welcome to the most luxurious home in the skies! Luxury amenities incl. 4 pools, gym, clubhouse, bar, spa & sauna, movie theater, concierge services + doorman & security. Within walking distance to all the entertainment Downtown Miami has to offer. A TRUE MASTERPIECE!",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4601,https://www.realtor.com/realestateandhomes-detail/851-NE-1st-Ave-Unit-1002_Miami_FL_33132_M91854-03362,buy,729000,None,"Private elevator opens to your foyer. Brand New Construction! Come experience luxury living at Paramount Miami WorldCenter. Most amenities in the world. Be the first one to experience endless amenities from multiple pools, cabanas, hobby room, cinema/theater, recording studio, community room, state of the art gym with a boxing ring! soccer field, massage and spa, kids playground and so much more (see all photos). Unit boast Bosh appliances, quartz island with cooking top, built in refrigeration, wall oven and floor to ceiling impact windows. Den can be easily converted to guest room. One free valet parking.",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4602,https://www.realtor.com/realestateandhomes-detail/1100-Biscayne-Blvd-Unit-4001_Miami_FL_33132_M62397-02422,buy,1395000,None,Corner Unit with Abundance of natural lighting and views extending over all of south beach. Floor to ceiling windows facing east and south. Developer model with beautiful finishes including custom mill work and motorized window coverings. In pristine condition. Lots of closet space. White modern kitchen and floors. Large 3 bedrooms and 2 and a half baths for guests. 1 parking spot included,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4603,https://www.realtor.com/realestateandhomes-detail/1040-Biscayne-Blvd-Apt-2003_Miami_FL_33132_M62962-46139,buy,990000,None,"Beautiful 2 story loft condo at Ten Museum Park. 2 bedrooms, 2 and a half bathrooms. As you enter you take in the fantastic views of the park and the bay from the 20ft wall of glass! Excellent area for entertaining with the full stainless steel kitchen. Spacious great room with double height ceilings. Second bedroom is on the entry level with modern bathroom and spacious walk in closet. Upstairs is the master bedroom suite that also benefits from the wonderful views (currently used as media room). Utility with in-unit laundry. Modern marble tile throughout. Ten Museum Park is a boutique luxury condo development offering some world-class amenities such as 24 hr valet parking, 24 hr concierge, state of the art fitness center, full service spa, pool deck with multiple plunge pools and more!",2 Bed,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4604,https://www.realtor.com/realestateandhomes-detail/Apt-3707_Miami_FL_33132_M58845-46494,buy,629000,None,"Aria on the Bay overlooking unit at the 37th floor, Largest one bedroom unit in the building, 1 bed + den with 2 full bath. with panoramic Miami city view & Biscayne Bay view. Open-floor plan 1 BR -2 BA with 979 Sq/ft Total Area, 9-foot glass from floor to ceiling, white porcelain flooring throughout the entire unit, windows treatments installed; shades and blackout, modern cabinetry, and European-style kitchen. Top of the line Bosch SS Appliances. Edgewater enviable location in Arts & Entertainment District, immediate access to Wynwood neighborhood, Adrienne Arsht Center Performing Arts. Exclusive 3 floors of amenities; pool, 24 - Hour concierge, assigned parking, valet parking, state of the art Gym, yoga studio, private spa massage treatment, theatre room, teen lounge, and kids playroom .",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4605,https://www.realtor.com/realestateandhomes-detail/Apt-3100_Miami_FL_33132_M58712-05286,buy,720000,None,"Stunning ARIA ON THE BAY unit with beautiful city views. Unit is a has 2BED/2.5BATHS and has a split floor plane, kitchen quarts countertops, BOSCH stainless steel appliances and marble floors! Enjoy luxurious living on this new building with five-star resort amenities; BBQ area, spa, sauna, steam room, fitness center, yoga room, kids playroom, movie theater, on-site cafe, fitness center, concierge, business center, private lounge/party room and much more! located on Edgewater in the Arts and Entertainment District, walking distance to Margarete Pace Park, Adrienne Arsh Center, Knight Concert Hall, museums, Publix and many more restaurants! Paradise living in a central location in the heart of Miami.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4606,https://www.realtor.com/realestateandhomes-detail/200-Biscayne-Blvd-5108_Miami_FL_33132_M95134-62162,buy,1299000,None,"Live in a very luxurious and spacious condo at Epic Residences. Just fully and tastefully renovated with high quality materials: wooden floors, new kitchen, walking closets, powder room (150k+- improvements). Extremely bright 2 bedrooms plus den unit of 1500 sqf under very high 10ft ceilings. The large balcony offers a breathtaking views of Downtown, Brickell, the river and ocean. Walkable distance to Whole Foods, movie theatre, restaurants,... Minutes away from Miami International Airport. residents enjoy world class amenities including Zuma, Epic Marina, 2 swimming pools, 5 star spa, yoga classes, fitness center, 24h security, valet & concierge. Great location in a prestigious building. Storage.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4607,https://www.realtor.com/realestateandhomes-detail/36-NE-1st-St-Ste-1004_Miami_FL_33132_M91872-17537,buy,None,None,"Beautiful fully furnished 1 Bed/2 Bath Condo with a den (already converted into an extra room) at the luxurious Paramount Miami Worldcenter. With only a few units on each floor, enjoy a unique level of exclusivity. Enjoy a part of the future as you gaze over your oversized balcony out onto the city of Miami. With plans of development in the area, you will be on the forefront of it all. Amenities include but are not limited to: Basketball Court, 5 Pools, Spa, Gym, Yoga Studio, Sunrise Pool, Observatory, Tennis Court, Soccer Field, etc.",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4608,https://www.realtor.com/realestateandhomes-detail/244-Biscayne-Blvd-Apt-4808_Miami_FL_33132_M63138-61648,buy,1097779,None,"Must see Lower Penthouse, amazing value in this spacious 3 Bedroom 48 floors into the skyline. Enjoy water & city views with floor to ceiling windows. Live in luxury, white ceramic floors, gourmet kitchen, stainless steel appliances, back splash, tile work & Electronic window treatments. Vizcayne offers some of the best common area facilities in Miami, amazing gym complex with spa, multiple swimming pools, business center, party room. Located in the heart of downtown Miami, minutes from seaport, airport, cruise terminal, South Beach, Brickell Financial District, Arts & Cultural centers.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4609,https://www.realtor.com/realestateandhomes-detail/Miami_FL_33132_M96948-76101,buy,910000,None,"AMAZING unit 1 bed+ 1 den 2 full bath.1254 sql, open balcony, 10 foot ceiling with private entry foyer. Design European kitchen with Bosh applies, porcelain white floor, 2 full personalizes closets. Automatized shades windows and totally blockout windows shades in bedrooms. Luxury condo with the most extensive amenities in the world. Virtual golf, 5 pools, yoga studio, recording audio, basketball court, spa, professional boxing area, gym and much more. Excellent location close to expressways.",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4610,https://www.realtor.com/realestateandhomes-detail/1717-N-Bayshore-Dr-Apt-1432_Miami_FL_33132_M57835-52338,buy,1600000,None,"Appointed as a fashion executives second home, this expansive bay front condominium has it all. Very rarely will you get size, location, finishes and views inside and out along with the opportunity to purchase a turnkey dream home. The Condominium is just under 3, 000 sq ft of air conditioned space and has been configured with oversized rooms with entertaining in mind. Originally two separate, two bedroom condominiums. The space was combined with the vision to create an airy expansive residence with views to Miami Beach and beyond. Enjoy spectacular, unobstructed direct east bay views from its 467sf balcony. This property is truly one of a kind and an opportunity to own something truly unique and rare!",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4611,https://www.realtor.com/realestateandhomes-detail/1000-Biscayne-Blvd-Unit-5401_Miami_FL_33132_M99627-96898,buy,23000000,None,"When only the best will do. The only turn key ready, full floor Penthouse in a renowned Zaha designed building with a private helipad on the market in S Florida. Every aspect, every corner of this Penthouse is one of a kind. Expansive views in every direction are ever-present through glass walls that reach up to 12 ceilings. Master wing is an absolute sanctuary. Four oversized, luxurious suites, with spa baths & terrace access. Perfect for entertaining, this residence offers an open-plan flow, from a great room into a formal dining room and out onto a 1, 200-SqFt terrace. White glove service, six star amenities and views you have only dreamt of are at your fingertips. This Penthouse is like no other ... positively mesmerizing.",5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4612,https://www.realtor.com/realestateandhomes-detail/50-Biscayne-Blvd-Apt-1505_Miami_FL_33132_M64903-36888,buy,295000,None,A one bedroom on one of the best building in Downtown Miami. Amenities galore !!! Granite counters stainless steel appliances. The unit has a small den ideal for an office. Good city views.Vacant easy to see.,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4613,https://www.realtor.com/realestateandhomes-detail/244-Biscayne-Blvd-Apt-4008_Miami_FL_33132_M63133-02658,buy,835000,None,"Rarely available 3 bedroom corner unit , in the heart of Downtown Miami. Unobstructed views of Biscayne Bay, South Beach, Bayside and jaw dropping sunsets views. Conveniently located near Whole Food, Orange Theory, the Financial District, and Brickell City Center. Unit completely renovated with white glass floor, high ceilings and 2 parking spaces. Smart building technology, 3 large pools and top of the line 15, 000 sf Spa. Can be rented on a short term basis (30 days).",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4614,https://www.realtor.com/realestateandhomes-detail/244-Biscayne-Blvd-Apt-3005_Miami_FL_33132_M63088-68011,buy,285000,None,"Beautiful and spacious studio with just upgrade to wood floors. Amazing city and water views. European kitchen with stainless steel appliances. Great full service condo with plenty of amenities. Excellent location right on Biscayne Blvd across the Street of Bayfront Park, Bayside, AAA and much more. Easy to show.",0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4615,https://www.realtor.com/realestateandhomes-detail/3900-Biscayne-Blvd-Apt-610_Miami_FL_33137_M95356-89095,sold,None,470900,StatusSoldPrice/SqFt$592TypeCondo/Townhome/RowHome/Co-OpBuilt2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4616,https://www.realtor.com/realestateandhomes-detail/1600-NE-1st-Ave-Apt-3706_Miami_FL_33132_M56980-78172,buy,499900,None,"Amazing Brand New corner 2 Bed and 2 full Bath unit facing South East with astonishing Skyline views of Biscayne Bay, Port of Miami & Downtown Miami. Spacious & bright with top of the line kitchen, quartz countertops, floor-to-ceiling windows. More than 30, 000 SqFt of lifestyle amenities: 3 pools, Spa/Sauna & treatment room, business center, fitness center, enclosed racquetball court, indoor/outdoor yoga garden, childrens playroom, rooftop city bay-view & more. Best location in Miami to enjoy Miami lifestyle, art, dining, music & more. Minutes away from Adrianne Arsht center, American Airline Arena, Bayside, Perez Museum, Wynwood, Design District, Brickell, South Beach. Connection to the new Brighline train & Miami World Center. SHORT TERM RENTAL ACCEPTED.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4617,https://www.realtor.com/realestateandhomes-detail/50-Biscayne-Blvd-Apt-2802_Miami_FL_33132_M65039-01691,buy,None,None,"Spectacular Apartment overlooking the Biscayne Bay, Bayfront Park, Miami Port, South Beach, Key Biscayne and Fisher Island, corner unit with L-shaped balcony, the largest in the building 1789 Square feet has 3 bedrooms and 2 bathrooms, doors anti-impact, kitchen with granite countertops, new designer vinyl plank flooring, Lobby with 24 hour security, swimming pool, Jacuzzi, Spa with massage room, Sauna and Steam, 2 large social rooms, GYM with modern equipment, Pilates room, restaurants and nearby financial area. One clock from 2 metro stations, Bayside Mall and new Ferris Wheel.The unit will be shown only to pre-qualified customers.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4618,https://www.realtor.com/realestateandhomes-detail/900-Biscayne-Blvd-Apt-2504_Miami_FL_33132_M62258-02225,buy,480000,None,"BEAUTIFUL ONE BEDROOM PLUS DEN WITH 2 FULL BATHROOMS, 10 FEET CEILING WITH FLOOR TO CEILING SLIDING GLASS DOOR, FULL AMENITIES WITH OUTSTANDING EAST WATER VIEW (BAY, PORT OF MIAMI BEACH). OFFER GREAT AMENITIES LIKE MOVIE THEATER, SPA, FITNESS CENTER, 2 POOLS, JACUZZI, LIBRARY, COMMUNITY ROOM, BILLIARD TABLES, 24 HR SECURITY, CONCIERGE, VALET PARKING, WALKING DISTANCE TO THE PERFORMING ARTS, AA ARENA AND BAY-SIDE.",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4619,https://www.realtor.com/realestateandhomes-detail/888-Biscayne-Blvd-Apt-2607_Miami_FL_33132_M63523-25084,buy,365000,None,"Beautiful fully furnished unit 1bed, 1, 5 bath, bay and city view. Floor 26th. Modern style furniture and appliances. MUST SEE",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4620,https://www.realtor.com/realestateandhomes-detail/1600-NE-1st-Ave-Apt-1409_Miami_FL_33132_M94530-59388,buy,445000,None,"PRICED TO SELL. Amazing Brand New Unit with Stunning layout in the luxury Canvas Condominium, Modern, spacious and bright with top of the line kitchen, SS appliances. High Impact Sliding and panoramic windows. Spectacular City views in the heart of Miami. Over 30, 000 square feet of amenities including Sunrise and Sunset Pool, Jacuzzi, Eco Friendly Gardens, 3, 000 sqft state of the art fitness center, yoga room, massage room, theater, racquetball court, spa, sauna, childrens play room, 24/7 Security, Concierge. Dont miss this opportunity. LOW MAINTENANCE FEE. WI FI AND CABLE INCLUDED. NO RENTAL RESTRICTIONS. PET FRIENDLY. ENJOY MIAMI LIFESTYLE.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4621,https://www.realtor.com/realestateandhomes-detail/1100-Biscayne-Blvd-Unit-4102_Miami_FL_33132_M62416-77517,buy,750000,None,"Fully furnished, move-in ready unit in best 2 bed line at Marquis w/direct bay, ocean, & Port views. 2 private elevators (recently renovated) open into your own foyer that is sure to impress. 10 ft ceilings in living/beds. Floor to ceiling impact glass spread across entire east side of the unit lead to a deep balcony, NO neighboring buildings for complete privacy. Electronic shades throughout. Second bathroom recently renovated (glass enclosure to be installed). Custom built-in wall and ceiling LED lighting. Custom elevator panels. Plug & play smart home: control your lighting and thermostat with Google or Alexa. Custom closets. Low density building w/best service & privacy. New gym, 2 pools, residents lounge, poolside bar, basketball, & more. Storage and 1 parking. 1GB internet provided.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
